# FieldName,FieldRA,FieldDec,Telscope,Filter,ExpTime,Priority,Status
S025AAE00273,20:48:35.68,+03:58:00.93,SWOPE,R,300.0,0.00078376494163748,False
S025AAE00274,21:02:03.40,+15:52:03.66,SWOPE,R,300.0,0.0007771144899574007,False
S025AAE00275,21:27:16.32,+17:51:04.12,SWOPE,R,300.0,0.000770347997435303,False
S025AAE00276,21:08:17.04,+09:55:02.30,SWOPE,R,300.0,0.0007700752968260098,False
S025AAE00277,21:28:28.52,+18:50:34.35,SWOPE,R,300.0,0.0007694865851236601,False
S025AAE00278,21:22:37.69,+15:52:03.66,SWOPE,R,300.0,0.0007681443578903375,False
S025AAE00279,21:18:04.52,+13:53:03.21,SWOPE,R,300.0,0.0007650288229422861,False
S025AAE00280,21:25:56.28,+19:20:19.46,SWOPE,R,300.0,0.0007552803359740148,False
S025AAE00281,20:58:15.70,+04:57:31.16,SWOPE,R,300.0,0.000749640693264591,False
S025AAE00282,21:00:14.84,+05:27:16.27,SWOPE,R,300.0,0.0007386733289675506,False
